User_ID,Application_Type,Latency,Required_Bandwidth,Allocated_Bandwidth,Efficiency
346,VoIP_Call,46.0,0.0,25.0,24.69635627530365
354,VoIP_Call,47.0,0.0,20.0,20.141700404858298
362,VoIP_Call,48.0,0.0,15.0,15.587044534412957
370,VoIP_Call,49.0,0.0,10.0,11.032388663967616
378,VoIP_Call,50.0,0.0,5.0,6.477732793522261
386,VoIP_Call,51.0,0.0,0.0,1.923076923076934
394,VoIP_Call,52.0,0.0,0.0,0.0
330,VoIP_Call,44.0,10.0,35.0,33.80566801619433
186,VoIP_Call,26.0,100.0,125.0,115.78947368421053
178,VoIP_Call,25.0,105.0,130.0,120.34412955465586
170,VoIP_Call,24.0,110.0,135.0,124.89878542510121
162,VoIP_Call,23.0,115.0,140.0,129.45344129554655
155,VoIP_Call,22.0,120.0,145.0,134.0080971659919
147,VoIP_Call,21.0,125.0,150.0,138.56275303643724
133,VoIP_Call,20.0,130.0,155.0,143.1174089068826
94,VoIP_Call,17.0,140.0,165.0,154.1497975708502
84,VoIP_Call,18.0,145.0,170.0,154.85829959514172
114,VoIP_Call,18.0,145.0,170.0,154.85829959514172
322,VoIP_Call,43.0,15.0,40.0,38.36032388663968
14,VoIP_Call,22.0,150.0,170.0,147.165991902834
74,VoIP_Call,19.0,150.0,175.0,155.5668016194332
110,VoIP_Call,19.0,150.0,175.0,155.5668016194332
64,VoIP_Call,20.0,155.0,180.0,156.27530364372467
101,VoIP_Call,18.0,155.0,180.0,160.12145748987854
121,VoIP_Call,19.0,155.0,180.0,158.19838056680163
24,VoIP_Call,21.0,160.0,180.0,154.35222672064776
54,VoIP_Call,21.0,160.0,190.0,159.6153846153846
44,VoIP_Call,20.0,165.0,185.0,158.9068825910931
34,VoIP_Call,20.0,170.0,190.0,161.53846153846155
314,VoIP_Call,42.0,20.0,45.0,42.914979757085014
306,VoIP_Call,41.0,25.0,50.0,47.469635627530366
298,VoIP_Call,40.0,30.0,55.0,52.024291497975696
290,VoIP_Call,39.0,35.0,60.0,56.578947368421055
282,VoIP_Call,38.0,40.0,65.0,61.13360323886641
274,VoIP_Call,37.0,45.0,70.0,65.68825910931173
338,VoIP_Call,45.0,5.0,30.0,29.25101214574898
266,VoIP_Call,36.0,50.0,75.0,70.24291497975709
258,VoIP_Call,35.0,55.0,80.0,74.79757085020242
250,VoIP_Call,34.0,60.0,85.0,79.35222672064776
242,VoIP_Call,33.0,65.0,90.0,83.90688259109311
234,VoIP_Call,32.0,70.0,95.0,88.46153846153845
226,VoIP_Call,31.0,75.0,100.0,93.0161943319838
218,VoIP_Call,30.0,80.0,105.0,97.57085020242917
210,VoIP_Call,29.0,85.0,110.0,102.12550607287449
202,VoIP_Call,28.0,90.0,115.0,106.68016194331983
194,VoIP_Call,27.0,95.0,120.0,111.23481781376518
-1,VoIP_Call,46.76377198038871,21.14071749689504,88.4888861819507,56.642767258983625
-1,VoIP_Call,26.85884345681965,127.01231923197544,112.0880236814381,107.34207464209564
-1,VoIP_Call,49.05706220571829,127.06528836540063,116.01124218608769,66.71804427722758
-1,VoIP_Call,32.39364991180018,53.435298977976025,67.57614723778363,73.27091268342828
-1,VoIP_Call,23.21873198728244,102.45764417777718,130.56187846992916,124.06537047421713
