User_ID,Application,Latency,Required_B,Allocated_B,Efficiency
346,8,46.0,0.0,111.92414603591806,111.53846153846155
354,8,47.0,0.0,111.92414603591806,109.61538461538461
362,8,48.0,0.0,111.92414603591806,107.6923076923077
370,8,49.0,0.0,111.92414603591806,105.76923076923077
378,8,50.0,0.0,111.92414603591806,103.84615384615384
386,8,51.0,0.0,111.92414603591806,101.92307692307693
394,8,52.0,0.0,111.92414603591806,100.0
280,10,9.0,102.4,551.831979700374,101.86926517534273
288,10,8.0,102.4,551.831979700374,105.20259850867606
296,10,7.0,102.4,551.831979700374,108.5359318420094
304,10,6.0,102.4,551.831979700374,111.86926517534273
312,10,5.0,102.4,551.831979700374,115.20259850867608
320,10,4.0,102.4,551.831979700374,118.5359318420094
328,10,3.0,102.4,551.831979700374,121.86926517534273
336,10,2.0,102.4,551.831979700374,125.20259850867606
344,10,1.0,102.4,551.831979700374,128.5359318420094
352,10,0.0,102.4,551.831979700374,131.86926517534272
360,10,0.0,102.4,551.831979700374,131.86926517534272
368,10,0.0,102.4,551.831979700374,131.86926517534272
376,10,0.0,102.4,551.831979700374,131.86926517534272
384,10,0.0,102.4,551.831979700374,131.86926517534272
392,10,0.0,102.4,551.831979700374,131.86926517534272
400,10,0.0,102.4,551.831979700374,131.86926517534272
256,10,12.0,204.8,725.2198938837844,101.88272147831192
264,10,11.0,204.8,725.2198938837844,105.21605481164525
272,10,10.0,204.8,725.2198938837844,108.5493881449786
232,10,15.0,307.2,725.2198938837844,91.88272147831192
240,10,14.0,307.2,725.2198938837844,95.21605481164525
248,10,13.0,307.2,725.2198938837844,98.5493881449786
192,10,20.0,409.6,725.2198938837844,75.21605481164526
200,10,19.0,409.6,725.2198938837844,78.5493881449786
208,10,18.0,409.6,725.2198938837844,81.88272147831192
216,10,17.0,409.6,725.2198938837844,85.21605481164525
224,10,16.0,409.6,725.2198938837844,88.5493881449786
367,1,5.0,409.6,809.6626079863635,111.02168427942537
375,1,5.0,409.6,809.6626079863635,111.02168427942537
383,1,5.0,409.6,809.6626079863635,111.02168427942537
391,1,5.0,409.6,809.6626079863635,111.02168427942537
399,1,5.0,409.6,809.6626079863635,111.02168427942537
160,10,24.0,512.0,725.2198938837844,61.88272147831192
168,10,23.0,512.0,725.2198938837844,65.21605481164525
176,10,22.0,512.0,725.2198938837844,68.5493881449786
184,10,21.0,512.0,725.2198938837844,71.88272147831192
287,1,5.0,512.0,809.6626079863635,111.02168427942537
295,1,5.0,512.0,809.6626079863635,111.02168427942537
303,1,5.0,512.0,809.6626079863635,111.02168427942537
311,1,5.0,512.0,809.6626079863635,111.02168427942537
319,1,5.0,512.0,809.6626079863635,111.02168427942537
327,1,5.0,512.0,809.6626079863635,111.02168427942537
335,1,5.0,512.0,809.6626079863635,111.02168427942537
343,1,5.0,512.0,809.6626079863635,111.02168427942537
351,1,5.0,512.0,809.6626079863635,111.02168427942537
359,1,5.0,512.0,809.6626079863635,111.02168427942537
138,10,27.0,614.4,725.2198938837844,51.88272147831192
153,10,25.0,614.4,725.2198938837844,58.54938814497858
199,1,5.0,614.4,809.6626079863635,111.02168427942537
207,1,5.0,614.4,809.6626079863635,111.02168427942537
215,1,5.0,614.4,809.6626079863635,111.02168427942537
223,1,5.0,614.4,809.6626079863635,111.02168427942537
231,1,5.0,614.4,809.6626079863635,111.02168427942537
239,1,5.0,614.4,809.6626079863635,111.02168427942537
247,1,5.0,614.4,809.6626079863635,111.02168427942537
255,1,5.0,614.4,809.6626079863635,111.02168427942537
263,1,5.0,614.4,809.6626079863635,111.02168427942537
271,1,5.0,614.4,809.6626079863635,111.02168427942537
279,1,5.0,614.4,809.6626079863635,111.02168427942537
93,10,23.0,716.8,725.2198938837844,65.21605481164525
97,1,6.0,716.8,809.6626079863635,101.02168427942537
113,10,24.0,716.8,725.2198938837844,61.88272147831192
117,1,6.0,716.8,809.6626079863635,101.02168427942537
145,10,26.0,716.8,725.2198938837844,55.21605481164525
167,1,5.0,716.8,809.6626079863635,111.02168427942537
175,1,5.0,716.8,809.6626079863635,111.02168427942537
183,1,5.0,716.8,809.6626079863635,111.02168427942537
191,1,5.0,716.8,809.6626079863635,111.02168427942537
83,10,24.0,819.2,725.2198938837844,61.88272147831192
87,1,6.0,819.2,809.6626079863635,101.02168427942537
103,10,25.0,819.2,725.2198938837844,58.54938814497858
106,1,6.0,819.2,809.6626079863635,101.02168427942537
123,10,25.0,819.2,725.2198938837844,58.54938814497858
126,1,6.0,819.2,809.6626079863635,101.02168427942537
152,1,5.0,819.2,809.6626079863635,111.02168427942537
159,1,5.0,819.2,809.6626079863635,111.02168427942537
73,10,25.0,921.6,725.2198938837844,58.54938814497858
77,1,6.0,921.6,809.6626079863635,101.02168427942537
137,1,5.0,921.6,809.6626079863635,111.02168427942537
144,1,5.0,921.6,809.6626079863635,111.02168427942537
89,3,100.0,1.0,30.103244659337662,109.0909090909091
99,3,99.0,1.0,30.103244659337662,110.0
108,3,100.0,1.0,30.103244659337662,109.0909090909091
119,3,99.0,1.0,30.103244659337662,110.0
128,3,100.0,1.0,30.103244659337662,109.0909090909091
4,1,10.0,1024.0,809.6626079863635,61.02168427942537
7,10,30.0,1024.0,725.2198938837844,41.88272147831192
37,1,7.0,1024.0,809.6626079863635,91.02168427942537
57,1,8.0,1024.0,809.6626079863635,81.02168427942537
63,10,26.0,1024.0,725.2198938837844,55.21605481164525
67,1,7.0,1024.0,809.6626079863635,91.02168427942537
398,7,58.0,1024.0,2748.534797146169,82.06733032363073
27,1,8.0,1126.4,1326.8440842747382,120.0
47,1,7.0,1126.4,1326.8440842747382,130.0
53,10,27.0,1126.4,991.8942063582159,67.28363098035706
390,7,57.0,1126.4,2109.9542938977306,64.72436488281261
13,10,28.0,1228.8,991.8942063582159,63.95029764702373
17,1,9.0,1228.8,1326.8440842747382,110.0
43,10,28.0,1228.8,991.8942063582159,63.95029764702373
382,7,56.0,1228.8,2109.9542938977306,66.44850281384709
33,10,27.0,1331.2,991.8942063582159,67.28363098035706
374,7,55.0,1331.2,2109.9542938977306,68.17264074488156
396,5,61.0,1331.2,3005.807180569823,68.9734787703804
23,10,29.0,1433.6,991.8942063582159,60.61696431369039
366,7,54.0,1433.6,2109.9542938977306,69.89677867591607
388,5,60.0,1433.6,3005.807180569823,70.61282303267548
131,10,28.0,1536.0,1731.5491168818246,106.66666666666667
358,7,53.0,1536.0,2849.609204421339,93.7059576733629
380,5,59.0,1536.0,3745.462091093432,89.2248369319951
350,7,52.0,1638.4,2849.609204421339,95.43009560439738
