User_ID,Application,Latency,Required_B,Allocated_B,Efficiency
346,8,46.0,0.0,580.0252694867414,86.76110453809221
354,8,47.0,0.0,605.0094966311477,88.0781961007235
362,8,48.0,0.0,-356.40041266491977,-38.528749246362686
370,8,49.0,0.0,-561.7493845086898,-67.08323899221872
378,8,50.0,0.0,-1325.4273601416141,-168.04661424324507
386,8,51.0,0.0,3687.2341832588163,480.1151751203656
394,8,52.0,0.0,771.0780243251879,100.0
280,10,9.0,102.4,98.602091016689,77.20368674704689
288,10,8.0,102.4,94.4293776323769,80.23216934348554
296,10,7.0,102.4,90.59549314857392,83.28540615390634
304,10,6.0,102.4,74.37953221647606,85.4340313167262
312,10,5.0,102.4,74.37953221647606,88.76736465005955
320,10,4.0,102.4,74.37953221647606,92.10069798339288
328,10,3.0,102.4,74.37953221647606,95.4340313167262
336,10,2.0,102.4,74.37953221647606,98.76736465005953
344,10,1.0,102.4,74.37953221647606,102.10069798339288
352,10,0.0,102.4,74.37953221647606,105.4340313167262
360,10,0.0,102.4,74.37953221647606,105.4340313167262
368,10,0.0,102.4,74.37953221647606,105.4340313167262
376,10,0.0,102.4,74.37953221647606,105.4340313167262
384,10,0.0,102.4,74.37953221647606,105.4340313167262
392,10,0.0,102.4,74.37953221647606,105.4340313167262
400,10,0.0,102.4,74.37953221647606,105.4340313167262
256,10,12.0,204.8,412.83009097185266,90.16060434877335
264,10,11.0,204.8,412.83009097185266,93.49393768210668
272,10,10.0,204.8,412.83009097185266,96.82727101544
232,10,15.0,307.2,703.6678725117199,101.40867577217398
240,10,14.0,307.2,703.6678725117199,104.74200910550732
248,10,13.0,307.2,703.6678725117199,108.07534243884065
192,10,20.0,409.6,831.2572037650987,94.06345011286867
200,10,19.0,409.6,975.5542179488789,107.93885692553822
208,10,18.0,409.6,703.6678725117199,91.40867577217398
216,10,17.0,409.6,703.6678725117199,94.74200910550732
224,10,16.0,409.6,703.6678725117199,98.07534243884065
367,1,5.0,409.6,723.3543279987338,107.82870997864127
375,1,5.0,409.6,723.3543279987338,107.82870997864127
383,1,5.0,409.6,723.3543279987338,107.82870997864127
391,1,5.0,409.6,723.3543279987338,107.82870997864127
399,1,5.0,409.6,723.3543279987338,107.82870997864127
160,10,24.0,512.0,993.6419536759299,92.5936468405478
168,10,23.0,512.0,950.2377035287055,92.75594578376716
176,10,22.0,512.0,910.4667127751275,93.1836839511726
184,10,21.0,512.0,884.3056207423579,94.60573619480937
287,1,5.0,512.0,723.3543279987338,107.82870997864127
295,1,5.0,512.0,723.3543279987338,107.82870997864127
303,1,5.0,512.0,723.3543279987338,107.82870997864127
311,1,5.0,512.0,723.3543279987338,107.82870997864127
319,1,5.0,512.0,723.3543279987338,107.82870997864127
327,1,5.0,512.0,723.3543279987338,107.82870997864127
335,1,5.0,512.0,723.3543279987338,107.82870997864127
343,1,5.0,512.0,723.3543279987338,107.82870997864127
351,1,5.0,512.0,723.3543279987338,107.82870997864127
359,1,5.0,512.0,723.3543279987338,107.82870997864127
138,10,27.0,614.4,1188.72353330148,96.845946921118
153,10,25.0,614.4,1041.201165076112,92.73490169627736
199,1,5.0,614.4,723.3543279987338,107.82870997864127
207,1,5.0,614.4,723.3543279987338,107.82870997864127
215,1,5.0,614.4,723.3543279987338,107.82870997864127
223,1,5.0,614.4,723.3543279987338,107.82870997864127
231,1,5.0,614.4,723.3543279987338,107.82870997864127
239,1,5.0,614.4,723.3543279987338,107.82870997864127
247,1,5.0,614.4,723.3543279987338,107.82870997864127
255,1,5.0,614.4,723.3543279987338,107.82870997864127
263,1,5.0,614.4,723.3543279987338,107.82870997864127
271,1,5.0,614.4,723.3543279987338,107.82870997864127
